path,sha256,bytes,lines,category,upstream_path,upstream_similarity,provisional_provenance,evidence,migration_disposition,disposition_reason,human_review_required,human_review_status,human_review_note
examples/notebooks_mps/.ipynb_checkpoints/03_lasso_sklearn-checkpoint.ipynb,eb6de36e74d307c364a74e63f059f8f08915f144cb4f3cb62ac20e81c04861b4,6540,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/03_lasso_sklearn_patched-checkpoint.ipynb,8cf1ddc311cfcd9aa87cc1599a3456949014b40e10758ea8446487bc9f86234f,6538,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/04_logistic_regression_mps-checkpoint.ipynb,226df139f8bb2631b828e6c2e3f8c0ac479ca731fbdfcc36249de6efd6ad50f0,18595,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/04_logistic_regression_mps_M1_Studio-checkpoint.ipynb,5a5f0d38d6666a50f335a749558e19263fa7e40b4d90c3de10294be74be3f977,18577,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/04_logistic_regression_mps_M4-checkpoint.ipynb,1ab4f86028937bd8234c776c23676d86135e79d8a32863be2ce2b3c880f6a32d,18430,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/04_logistic_regression_sklearn-checkpoint.ipynb,b5252e070b3e30bb439a0c3c89335da7173aa15ff19619834335cfec442cf404,7796,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/04_logistic_regression_sklearn_patched-checkpoint.ipynb,8c779075e47d396097440259bd2268cbedab5601c87aa79efe2d9966a0aba42e,7892,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/05_kmeans_mps-checkpoint.ipynb,961cf4ac8bbc7db5fd987d44d2688f0f526e5a2f4cbc053109617538eb0f4d05,4385,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/05_kmeans_mps_M4-checkpoint.ipynb,9fdb956a37925783c4c8660d3e07c75f30ebe30f14b23fbd9dbe3c56f3ee6946,17890,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/06_dbscan_mps-checkpoint.ipynb,1e3aaffc14fa02b6396c3883fcb8446551ac8b168d1c4cf3c141351ce919c5fd,20003,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/07_knn_classifier_mps-checkpoint.ipynb,75edfc19fd559298bdd28eb3ac92161e51fafb406034f52ce877bd4437cf8ece,75631,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/07_knn_classifier_mps_2-checkpoint.ipynb,3058d30ee3a825ad1d5ca42e1fd571e7c9f33a51d065b71bd37286ae70f77750,75720,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/07_knn_classifier_mps_2_M4-checkpoint.ipynb,9786e87943100579c7febc3a54f01985f6903e3d2f0ad9820d75bbffc813a439,75361,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/07_knn_classifier_mps_M1_Studio-checkpoint.ipynb,e1911fadb08854129f0896299d35aac9df7ffc00cd931581daa102c312b342ea,81830,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/07_knn_classifier_sklearn-checkpoint.ipynb,ec718a057c7b3b0bc84dcaae59030bf59658fc043cdd41a47e7fab607f882e1f,6694,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/07_knn_classifier_sklearn_M1_Studio-checkpoint.ipynb,6fda8341edd31b6ba293cc1aadcf41556171dcbce84ef8ed0d35ddb7505a6613,6771,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/07_knn_classifier_sklearn_M2_Air-checkpoint.ipynb,ec718a057c7b3b0bc84dcaae59030bf59658fc043cdd41a47e7fab607f882e1f,6694,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/07_knn_classifier_sklearn_patched-checkpoint.ipynb,2ee239128a8e0e9ccf8cdf35b6a1d7d28e15d276a4088a3a793cd1dbbbe0f137,10309,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/07_knn_classifier_sklearn_patched_M1_Studio-checkpoint.ipynb,e46e61e565683b37d91ecff41f9b335558f361f2814905d54a3cabddbb2dc200,7279,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/07_knn_classifier_sklearn_patched_M2_Air-checkpoint.ipynb,73cb3e07bb248af8b8404b3e78d958df66ed25358b577fdb88ce09d16d81e403,11037,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/08_random_forest_classifier_mps-checkpoint.ipynb,456837fc9812a7860f927fc624a622f894b69924b60bea3ab0ac14bdb86807db,14558,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/08_random_forest_sklearn-checkpoint.ipynb,b2eb6dcfd35eef0ebae977871ce3990d61368f61889201bbd94778947214dcf6,7730,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/08_random_forest_sklearn_patched-checkpoint.ipynb,9ea6510ac26a23ee39ad2404a089e798034a0a0617f848b87d4026cd1fc83809,3395,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/09_svc_mps-checkpoint.ipynb,9d4bb706bc5929048d192749e16cbcf03682ac2013a1290c64f4729627655663,38081,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/09_svc_mps_M1_Studio-checkpoint.ipynb,cd77ad8a549d804ef93a10832fed1d4a5ec09b1f305a8afa494acd9a046c8dc4,21815,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/09_svc_mps_M4-checkpoint.ipynb,dcb6ffbb75d6bb58d39f76a7fe2e20fa6323c07630ef75c1166a7232ca72c42e,22508,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/09_svc_sklearn-checkpoint.ipynb,35c16965df90a1d1ef98380d82c2ef7c11e71d96cb4bbc5f0dbd9ae68f28c0c0,7699,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/09_svc_sklearn_M2_Air-checkpoint.ipynb,26cec32f30cc243112e03e79c5018a51048b8cd2a1369c54c479af8603a2306f,7698,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/09_svc_sklearn_c02-checkpoint.ipynb,2e6cdfda3b1c42266ac7714b00a3b675d3a8753b2b9862173263ce6dd8c1d07e,4572,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/09_svc_sklearn_c02_M1_Studio-checkpoint.ipynb,f28c02afc8398abac58e4add8fcb7610749022fba8c44782801d552ca87ed935,4630,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/09_svc_sklearn_c20-checkpoint.ipynb,20d1b604a704ae400e662a09ce39eb9989f4cf84fd5887a5cde60bdcecea6bef,4575,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/09_svc_sklearn_c20_M1_Studio-checkpoint.ipynb,aacca5dfa8ffed1bfe201e3ffb2e948c5df7681e2c726fd235466b9c6975780a,4631,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/09_svc_sklearn_c20_proba-checkpoint.ipynb,b6deabef15d5ce955cb40a3007623a66e6e6d26cb343fc57fc43811fd8780007,5755,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/09_svc_sklearn_c20_proba_M1_Studio-checkpoint.ipynb,e7d6f7da7762fb88dbaa3d62e4176d7c661daa8c6bb353fcda85f5aa136139c7,5853,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/09_svc_sklearn_c20_proba_M2_Air-checkpoint.ipynb,a20dd0a61f21a880efd97d4f88b7351f4f951e4e0ca85e472331feff52716b17,5762,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/09_svc_sklearn_patched-checkpoint.ipynb,a83fe0d124e8d12bd430dabe5f7f4560a29a2429157e18c195c0192d7abdb5cd,8166,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/09_svc_sklearn_patched_M2_Air-checkpoint.ipynb,a83fe0d124e8d12bd430dabe5f7f4560a29a2429157e18c195c0192d7abdb5cd,8166,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/09_svc_sklearn_patched_c02-checkpoint.ipynb,023194c1fd6d329051b93192a7b6dee5f3e1cbac019837d84ded27cc79d3e847,4645,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/09_svc_sklearn_patched_c02_M1_Studio-checkpoint.ipynb,88b75f76a6491fdb8dafbb8e1c54aafedf3b982c6423822fb3c7758475995cde,4684,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/09_svc_sklearn_patched_c20-checkpoint.ipynb,9d00fe9bc0c0349c2b622580c9e7a0eb9902b0235aba13bc11decb8210eff066,6388,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/09_svc_sklearn_patched_c20_M1_Studio-checkpoint.ipynb,d208b8c6e0093f83d0323b9da91c8216cd343563910f64cb70a6e314409431bf,4719,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/09_svc_sklearn_patched_c20_proba-checkpoint.ipynb,cc1f619dc8c102fa99edaef0a2f8bc2dfc9fcdace90d0743dcc2df1b944e1c17,6887,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/09_svc_sklearn_patched_c20_proba_M1_Studio-checkpoint.ipynb,bc609e1b98ca7356d723f1872e7ddd24b3cce08114c2f72c0966cb3e8740e18d,7044,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/09_svc_sklearn_patched_c20_proba_M2_Air-checkpoint.ipynb,70ccecd03fa0fc09854602485397b3a1e95dd2d947e0989928a679ef48bc338d,7043,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
